"C","SETP.WORLD","DVD_DISPATCH_UNIT_SCADA","AEMO","PUBLIC","X2018.08.07","X00.00.01","X0000000297752412","X","X0000000297752332"
"I","DISPATCH","UNIT_SCADA",1,"SETTLEMENTDATE","DUID","SCADAVALUE",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/07/01 00:05:00","BARCSF1","0.40",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/07/01 00:05:00","BUTLERSG","9.699999",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/07/01 00:05:00","CALL_A_4","0",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/07/01 00:05:00","CAPTL_WF","89.8480",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/07/01 00:05:00","CATHROCK","7.139999",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/07/01 00:05:00","CHALLHWF","3",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/07/01 00:05:00","CLOVER","-0.02",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/07/01 00:05:00","CLUNY","9.206225",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/07/01 00:05:00","CNUNDAWF","2.903387",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/07/01 00:05:00","CULLRGWF","19.940001",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/07/01 00:05:00","ERGT01","0",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/07/01 00:05:00","GB01","0.054134",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/07/01 00:05:00","GERMCRK","36.599998",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/07/01 00:05:00","GRIFSF1","0",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/07/01 00:05:00","HUGSF1","-0.0130",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/07/01 00:05:00","LKBONNY1","5.537180",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/07/01 00:05:00","LRSF1","0.0140",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/07/01 00:05:00","MBAHNTH","55.331253",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/07/01 00:05:00","MLSP1","0.215001",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/07/01 00:05:00","MLWF1","4.0650",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/07/01 00:05:00","MTMILLAR","0.863192",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/07/01 00:05:00","PALOONA","25.66",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/07/01 00:05:00","PIONEER","15.10",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/07/01 00:05:00","PORTWF","26",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/07/01 00:05:00","REPULSE","0",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/07/01 00:05:00","ROWALLAN","8.1721",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/07/01 00:05:00","ROYALLA1","0",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/07/01 00:05:00","RPCG","19",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/07/01 00:05:00","RUBICON","0",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/07/01 00:05:00","SMCSF1","0.380354",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/07/01 00:05:00","STARHLWF","-0.099971",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/07/01 00:05:00","WAUBRAWF","22.1070",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/07/01 00:05:00","WOOLNTH1","81.380020",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/07/01 00:05:00","WPWF","1",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/07/01 00:05:00","YAMBUKWF","4.20",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/07/01 00:05:00","YSWF1","6.70",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/07/01 00:10:00","BARCSF1","0.40",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/07/01 00:10:00","BUTLERSG","9.799998",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/07/01 00:10:00","CALL_A_4","0",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/07/01 00:10:00","CAPTL_WF","89.776001",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/07/01 00:10:00","CATHROCK","8.24",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/07/01 00:10:00","CHALLHWF","2.40",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/07/01 00:10:00","CLOVER","0",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/07/01 00:10:00","CLUNY","9.219959",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/07/01 00:10:00","CNUNDAWF","4.004672",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/07/01 00:10:00","CULLRGWF","21.90",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/07/01 00:10:00","ERGT01","0",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/07/01 00:10:00","GB01","0.054134",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/07/01 00:10:00","GERMCRK","34.900002",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/07/01 00:10:00","GRIFSF1","0",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/07/01 00:10:00","HUGSF1","-0.0130",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/07/01 00:10:00","LKBONNY1","4.733396",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/07/01 00:10:00","LRSF1","0.0140",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/07/01 00:10:00","MBAHNTH","55.331253",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/07/01 00:10:00","MLSP1","0.215001",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/07/01 00:10:00","MLWF1","3.96",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/07/01 00:10:00","MTMILLAR","0.706925",NA,NA,NA
