"C","SETP.WORLD","DVD_DISPATCH_UNIT_SCADA","AEMO","PUBLIC","X2018.07.08","X00.00.01","X0000000296748775","X","X0000000296748719"
"I","DISPATCH","UNIT_SCADA",1,"SETTLEMENTDATE","DUID","SCADAVALUE",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/06/01 00:05:00","BARCSF1","0.50",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/06/01 00:05:00","BUTLERSG","9.199999",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/06/01 00:05:00","CALL_A_4","0",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/06/01 00:05:00","CAPTL_WF","66.6520",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/06/01 00:05:00","CATHROCK","40.189999",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/06/01 00:05:00","CHALLHWF","12.80",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/06/01 00:05:00","CLOVER","-0.02",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/06/01 00:05:00","CLUNY","8.772259",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/06/01 00:05:00","CNUNDAWF","4.004672",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/06/01 00:05:00","CULLRGWF","17.18",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/06/01 00:05:00","ERGT01","0",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/06/01 00:05:00","GB01","0.052593",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/06/01 00:05:00","GERMCRK","32.400002",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/06/01 00:05:00","GRIFSF1","0",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/06/01 00:05:00","HUGSF1","-0.0130",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/06/01 00:05:00","INVICTA","0",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/06/01 00:05:00","LKBONNY1","6.608893",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/06/01 00:05:00","LRSF1","0.01",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/06/01 00:05:00","MBAHNTH","46.856247",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/06/01 00:05:00","MLSP1","0.370001",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/06/01 00:05:00","MLWF1","3.69",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/06/01 00:05:00","MTMILLAR","43.926060",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/06/01 00:05:00","PALOONA","12.48",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/06/01 00:05:00","PIONEER","-0.90",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/06/01 00:05:00","PORTWF","16.40",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/06/01 00:05:00","REPULSE","0",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/06/01 00:05:00","ROWALLAN","6.5888",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/06/01 00:05:00","ROYALLA1","0",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/06/01 00:05:00","RPCG","-0.30",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/06/01 00:05:00","RUBICON","0",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/06/01 00:05:00","SMCSF1","0",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/06/01 00:05:00","STARHLWF","11.096765",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/06/01 00:05:00","WAUBRAWF","47.3120",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/06/01 00:05:00","WOOLNTH1","1.560015",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/06/01 00:05:00","WPWF","50",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/06/01 00:05:00","YAMBUKWF","4.60",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/06/01 00:05:00","YSWF1","2.40",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/06/01 00:10:00","BARCSF1","0.50",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/06/01 00:10:00","BUTLERSG","9.099998",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/06/01 00:10:00","CALL_A_4","0",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/06/01 00:10:00","CAPTL_WF","73.327995",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/06/01 00:10:00","CATHROCK","38.179996",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/06/01 00:10:00","CHALLHWF","14.60",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/06/01 00:10:00","CLOVER","-0.01",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/06/01 00:10:00","CLUNY","8.753033",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/06/01 00:10:00","CNUNDAWF","4.004672",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/06/01 00:10:00","CULLRGWF","18.190001",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/06/01 00:10:00","ERGT01","0",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/06/01 00:10:00","GB01","0.051090",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/06/01 00:10:00","GERMCRK","34.900002",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/06/01 00:10:00","GRIFSF1","0",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/06/01 00:10:00","HUGSF1","-0.0130",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/06/01 00:10:00","INVICTA","0",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/06/01 00:10:00","LKBONNY1","6.787512",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/06/01 00:10:00","LRSF1","0.01",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/06/01 00:10:00","MBAHNTH","46.856247",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/06/01 00:10:00","MLSP1","0.370001",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/06/01 00:10:00","MLWF1","4.0050",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/06/01 00:10:00","MTMILLAR","45.339912",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/06/01 00:10:00","PALOONA","12.639999",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/06/01 00:10:00","PIONEER","-0.90",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/06/01 00:10:00","PORTWF","15.20",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/06/01 00:10:00","REPULSE","0",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/06/01 00:10:00","ROWALLAN","6.1131",NA,NA,NA
