C,SETP.WORLD,DVD_BILLING_CO2E_PUBLICATION,AEMO,PUBLIC,2018/10/09,13:20:31,0000000299837641,,0000000299837617
I,BILLING,BILLING_CO2E_PUBLICATION,1,CONTRACTYEAR,WEEKNO,BILLRUNNO,SETTLEMENTDATE,REGIONID,SENTOUTENERGY,GENERATOREMISSIONS,INTENSITYINDEX
D,BILLING,BILLING_CO2E_PUBLICATION,1,2018,35,10,"2018/08/26 00:00:00",NEM,498824.38507240,399610.97975532,0.8011
D,BILLING,BILLING_CO2E_PUBLICATION,1,2018,35,10,"2018/08/26 00:00:00",NSW1,164627.59683025,134870.31327093,0.8192
D,BILLING,BILLING_CO2E_PUBLICATION,1,2018,35,10,"2018/08/26 00:00:00",QLD1,149660.78460016,133038.75229067,0.8889
D,BILLING,BILLING_CO2E_PUBLICATION,1,2018,35,10,"2018/08/26 00:00:00",SA1,32471.850073,15933.40302513,0.4907
D,BILLING,BILLING_CO2E_PUBLICATION,1,2018,35,10,"2018/08/26 00:00:00",TAS1,46591.323084,3249.85090177,0.0698
D,BILLING,BILLING_CO2E_PUBLICATION,1,2018,35,10,"2018/08/26 00:00:00",VIC1,105472.83048499,112518.66026682,1.0668
D,BILLING,BILLING_CO2E_PUBLICATION,1,2018,35,10,"2018/08/27 00:00:00",NEM,550998.11581852,429521.96811096,0.7795
D,BILLING,BILLING_CO2E_PUBLICATION,1,2018,35,10,"2018/08/27 00:00:00",NSW1,183054.49089750,151017.08451007,0.8250
D,BILLING,BILLING_CO2E_PUBLICATION,1,2018,35,10,"2018/08/27 00:00:00",QLD1,163771.01046401,141572.07314129,0.8645
D,BILLING,BILLING_CO2E_PUBLICATION,1,2018,35,10,"2018/08/27 00:00:00",SA1,37209.16296401,15621.18345930,0.4198
D,BILLING,BILLING_CO2E_PUBLICATION,1,2018,35,10,"2018/08/27 00:00:00",TAS1,48773.935723,3225.30029329,0.0661
D,BILLING,BILLING_CO2E_PUBLICATION,1,2018,35,10,"2018/08/27 00:00:00",VIC1,118189.515770,118086.32670701,0.9991
D,BILLING,BILLING_CO2E_PUBLICATION,1,2018,35,10,"2018/08/28 00:00:00",NEM,557592.87453176,434034.38571257,0.7784
D,BILLING,BILLING_CO2E_PUBLICATION,1,2018,35,10,"2018/08/28 00:00:00",NSW1,178627.88827675,146541.98225788,0.8204
