C,SETP.WORLD,DVD_BILLING_CO2E_PUBLICATION,AEMO,PUBLIC,2024/11/11,14:23:15,001731298995902,MONTHLY_ARCHIVE,001731298995902
I,BILLING,BILLING_CO2E_PUBLICATION,1,CONTRACTYEAR,WEEKNO,BILLRUNNO,SETTLEMENTDATE,REGIONID,SENTOUTENERGY,GENERATOREMISSIONS,INTENSITYINDEX
D,BILLING,BILLING_CO2E_PUBLICATION,1,2024,40,10,"2024/09/29 00:00:00",NEM,450763.59104216,241792.44485437,0.5364
D,BILLING,BILLING_CO2E_PUBLICATION,1,2024,40,10,"2024/09/29 00:00:00",NSW1,134147.22915609,82870.7068678,0.6178
D,BILLING,BILLING_CO2E_PUBLICATION,1,2024,40,10,"2024/09/29 00:00:00",QLD1,135477.5903001,84577.59919697,0.6243
D,BILLING,BILLING_CO2E_PUBLICATION,1,2024,40,10,"2024/09/29 00:00:00",SA1,30329.50496526,1520.70152532,0.0501
D,BILLING,BILLING_CO2E_PUBLICATION,1,2024,40,10,"2024/09/29 00:00:00",TAS1,25086.58691662,0,0
D,BILLING,BILLING_CO2E_PUBLICATION,1,2024,40,10,"2024/09/29 00:00:00",VIC1,125722.67970409,72823.43726428,0.5792
D,BILLING,BILLING_CO2E_PUBLICATION,1,2024,40,10,"2024/09/30 00:00:00",NEM,464772.55437477,267050.5892288,0.5746
D,BILLING,BILLING_CO2E_PUBLICATION,1,2024,40,10,"2024/09/30 00:00:00",NSW1,149525.52610793,92454.48515261,0.6183
D,BILLING,BILLING_CO2E_PUBLICATION,1,2024,40,10,"2024/09/30 00:00:00",QLD1,143105.51507105,89311.17702027,0.6241
D,BILLING,BILLING_CO2E_PUBLICATION,1,2024,40,10,"2024/09/30 00:00:00",SA1,20719.48535056,3056.16441121,0.1475
D,BILLING,BILLING_CO2E_PUBLICATION,1,2024,40,10,"2024/09/30 00:00:00",TAS1,33665.81508635,105.04013845,0.0031
D,BILLING,BILLING_CO2E_PUBLICATION,1,2024,40,10,"2024/09/30 00:00:00",VIC1,117756.21275888,82123.72250626,0.6974
D,BILLING,BILLING_CO2E_PUBLICATION,1,2024,40,10,"2024/10/01 00:00:00",NEM,461901.65799718,260205.36052443,0.5633
D,BILLING,BILLING_CO2E_PUBLICATION,1,2024,40,10,"2024/10/01 00:00:00",NSW1,147212.26160763,91064.85525701,0.6186
D,BILLING,BILLING_CO2E_PUBLICATION,1,2024,40,10,"2024/10/01 00:00:00",QLD1,141180.55923946,84048.43671918,0.5953
D,BILLING,BILLING_CO2E_PUBLICATION,1,2024,40,10,"2024/10/01 00:00:00",SA1,24557.83135043,4238.34675755,0.1726
D,BILLING,BILLING_CO2E_PUBLICATION,1,2024,40,10,"2024/10/01 00:00:00",TAS1,32728.65173458,74.53366498,0.0023
D,BILLING,BILLING_CO2E_PUBLICATION,1,2024,40,10,"2024/10/01 00:00:00",VIC1,116222.35406508,80779.18812571,0.695
D,BILLING,BILLING_CO2E_PUBLICATION,1,2024,40,10,"2024/10/02 00:00:00",NEM,468440.59118154,252121.01267051,0.5382
D,BILLING,BILLING_CO2E_PUBLICATION,1,2024,40,10,"2024/10/02 00:00:00",NSW1,164966.71947698,91075.20447339,0.5521
D,BILLING,BILLING_CO2E_PUBLICATION,1,2024,40,10,"2024/10/02 00:00:00",QLD1,143850.47304866,83917.66810732,0.5834
D,BILLING,BILLING_CO2E_PUBLICATION,1,2024,40,10,"2024/10/02 00:00:00",SA1,28773.85600079,2165.7698374,0.0753
D,BILLING,BILLING_CO2E_PUBLICATION,1,2024,40,10,"2024/10/02 00:00:00",TAS1,29067.09400277,90.69558091,0.0031
D,BILLING,BILLING_CO2E_PUBLICATION,1,2024,40,10,"2024/10/02 00:00:00",VIC1,101782.44865234,74871.67467149,0.7356
D,BILLING,BILLING_CO2E_PUBLICATION,1,2024,40,10,"2024/10/03 00:00:00",NEM,462482.75591591,231742.66891004,0.5011
D,BILLING,BILLING_CO2E_PUBLICATION,1,2024,40,10,"2024/10/03 00:00:00",NSW1,147977.34347703,84234.19845103,0.5692
D,BILLING,BILLING_CO2E_PUBLICATION,1,2024,40,10,"2024/10/03 00:00:00",QLD1,139170.19647976,79661.11927783,0.5724
D,BILLING,BILLING_CO2E_PUBLICATION,1,2024,40,10,"2024/10/03 00:00:00",SA1,35018.05902462,1017.21338515,0.029
D,BILLING,BILLING_CO2E_PUBLICATION,1,2024,40,10,"2024/10/03 00:00:00",TAS1,27481.53920768,0,0
D,BILLING,BILLING_CO2E_PUBLICATION,1,2024,40,10,"2024/10/03 00:00:00",VIC1,112835.61772682,66830.13779603,0.5923
D,BILLING,BILLING_CO2E_PUBLICATION,1,2024,40,10,"2024/10/04 00:00:00",NEM,457211.11177576,242328.00941103,0.53
D,BILLING,BILLING_CO2E_PUBLICATION,1,2024,40,10,"2024/10/04 00:00:00",NSW1,134195.3278445,82965.00415748,0.6182
