C,SETP.WORLD,DVD_BILLING_CO2E_PUBLICATION,AEMO,PUBLIC,2024/12/09,13:04:24,001733713464076,MONTHLY_ARCHIVE,001733713464076
I,BILLING,BILLING_CO2E_PUBLICATION,1,CONTRACTYEAR,WEEKNO,BILLRUNNO,SETTLEMENTDATE,REGIONID,SENTOUTENERGY,GENERATOREMISSIONS,INTENSITYINDEX
D,BILLING,BILLING_CO2E_PUBLICATION,1,2024,47,9,"2024/11/17 00:00:00",NEM,452698.21136512,229527.66057271,0.507
D,BILLING,BILLING_CO2E_PUBLICATION,1,2024,47,9,"2024/11/17 00:00:00",NSW1,155284.59746879,80685.5401757,0.5196
D,BILLING,BILLING_CO2E_PUBLICATION,1,2024,47,9,"2024/11/17 00:00:00",QLD1,138716.98042623,81698.33604003,0.589
D,BILLING,BILLING_CO2E_PUBLICATION,1,2024,47,9,"2024/11/17 00:00:00",SA1,28204.39472403,1131.11484571,0.0401
D,BILLING,BILLING_CO2E_PUBLICATION,1,2024,47,9,"2024/11/17 00:00:00",TAS1,17409.07367211,0,0
D,BILLING,BILLING_CO2E_PUBLICATION,1,2024,47,9,"2024/11/17 00:00:00",VIC1,113083.16507396,66012.66951127,0.5838
D,BILLING,BILLING_CO2E_PUBLICATION,1,2024,47,9,"2024/11/18 00:00:00",NEM,468474.22924808,254174.64655794,0.5426
D,BILLING,BILLING_CO2E_PUBLICATION,1,2024,47,9,"2024/11/18 00:00:00",NSW1,158687.01851307,84224.88893021,0.5308
D,BILLING,BILLING_CO2E_PUBLICATION,1,2024,47,9,"2024/11/18 00:00:00",QLD1,155267.45358325,96199.67508063,0.6196
D,BILLING,BILLING_CO2E_PUBLICATION,1,2024,47,9,"2024/11/18 00:00:00",SA1,21283.1564561,1513.92688572,0.0711
D,BILLING,BILLING_CO2E_PUBLICATION,1,2024,47,9,"2024/11/18 00:00:00",TAS1,18885.669432,0,0
D,BILLING,BILLING_CO2E_PUBLICATION,1,2024,47,9,"2024/11/18 00:00:00",VIC1,114350.93126366,72236.15566138,0.6317
D,BILLING,BILLING_CO2E_PUBLICATION,1,2024,47,9,"2024/11/19 00:00:00",NEM,473628.61753712,281992.61272006,0.5954
D,BILLING,BILLING_CO2E_PUBLICATION,1,2024,47,9,"2024/11/19 00:00:00",NSW1,163791.04511638,88967.03923354,0.5432
D,BILLING,BILLING_CO2E_PUBLICATION,1,2024,47,9,"2024/11/19 00:00:00",QLD1,155666.59228293,100622.7664483,0.6464
D,BILLING,BILLING_CO2E_PUBLICATION,1,2024,47,9,"2024/11/19 00:00:00",SA1,21885.00610864,2221.09745405,0.1015
D,BILLING,BILLING_CO2E_PUBLICATION,1,2024,47,9,"2024/11/19 00:00:00",TAS1,21056.82521753,20.10530835,0.001
D,BILLING,BILLING_CO2E_PUBLICATION,1,2024,47,9,"2024/11/19 00:00:00",VIC1,111229.14881164,90161.60427582,0.8106
D,BILLING,BILLING_CO2E_PUBLICATION,1,2024,47,9,"2024/11/20 00:00:00",NEM,469914.52483845,275520.95101678,0.5863
D,BILLING,BILLING_CO2E_PUBLICATION,1,2024,47,9,"2024/11/20 00:00:00",NSW1,166597.1343196,90181.69500283,0.5413
D,BILLING,BILLING_CO2E_PUBLICATION,1,2024,47,9,"2024/11/20 00:00:00",QLD1,143550.6583302,95472.75854446,0.6651
D,BILLING,BILLING_CO2E_PUBLICATION,1,2024,47,9,"2024/11/20 00:00:00",SA1,23574.5068393,1309.79618163,0.0556
D,BILLING,BILLING_CO2E_PUBLICATION,1,2024,47,9,"2024/11/20 00:00:00",TAS1,17970.52196027,0,0
D,BILLING,BILLING_CO2E_PUBLICATION,1,2024,47,9,"2024/11/20 00:00:00",VIC1,118221.70338908,88556.70128786,0.7491
D,BILLING,BILLING_CO2E_PUBLICATION,1,2024,47,9,"2024/11/21 00:00:00",NEM,479848.00107059,280373.03514649,0.5843
D,BILLING,BILLING_CO2E_PUBLICATION,1,2024,47,9,"2024/11/21 00:00:00",NSW1,160549.11584585,86757.84461331,0.5404
D,BILLING,BILLING_CO2E_PUBLICATION,1,2024,47,9,"2024/11/21 00:00:00",QLD1,149222.58273102,95704.42416735,0.6414
D,BILLING,BILLING_CO2E_PUBLICATION,1,2024,47,9,"2024/11/21 00:00:00",SA1,32482.44415029,5008.44720042,0.1542
D,BILLING,BILLING_CO2E_PUBLICATION,1,2024,47,9,"2024/11/21 00:00:00",TAS1,20001.68479658,2.52503499,0.0001
D,BILLING,BILLING_CO2E_PUBLICATION,1,2024,47,9,"2024/11/21 00:00:00",VIC1,117592.17354685,92899.79413042,0.79
D,BILLING,BILLING_CO2E_PUBLICATION,1,2024,47,9,"2024/11/22 00:00:00",NEM,516766.70079853,289786.83010225,0.5608
D,BILLING,BILLING_CO2E_PUBLICATION,1,2024,47,9,"2024/11/22 00:00:00",NSW1,155016.25822086,85424.74675135,0.5511
D,BILLING,BILLING_CO2E_PUBLICATION,1,2024,47,9,"2024/11/22 00:00:00",QLD1,159802.90453705,99529.67798384,0.6228
D,BILLING,BILLING_CO2E_PUBLICATION,1,2024,47,9,"2024/11/22 00:00:00",SA1,43769.88088402,7536.51590939,0.1722
D,BILLING,BILLING_CO2E_PUBLICATION,1,2024,47,9,"2024/11/22 00:00:00",TAS1,22207.02137138,63.9937287,0.0029
D,BILLING,BILLING_CO2E_PUBLICATION,1,2024,47,9,"2024/11/22 00:00:00",VIC1,135970.63578522,97231.89572897,0.7151
D,BILLING,BILLING_CO2E_PUBLICATION,1,2024,47,9,"2024/11/23 00:00:00",NEM,492205.61690448,271570.6349007,0.5517
D,BILLING,BILLING_CO2E_PUBLICATION,1,2024,47,9,"2024/11/23 00:00:00",NSW1,143009.01778984,84139.82222299,0.5884
D,BILLING,BILLING_CO2E_PUBLICATION,1,2024,47,9,"2024/11/23 00:00:00",QLD1,150977.79067748,87927.04903278,0.5824
D,BILLING,BILLING_CO2E_PUBLICATION,1,2024,47,9,"2024/11/23 00:00:00",SA1,29848.51687137,5975.47135454,0.2002
D,BILLING,BILLING_CO2E_PUBLICATION,1,2024,47,9,"2024/11/23 00:00:00",TAS1,20207.74112695,0,0
D,BILLING,BILLING_CO2E_PUBLICATION,1,2024,47,9,"2024/11/23 00:00:00",VIC1,148162.55043884,93528.29229039,0.6313
D,BILLING,BILLING_CO2E_PUBLICATION,1,2024,43,9,"2024/10/20 00:00:00",NEM,407244.79521228,227633.17764661,0.559
D,BILLING,BILLING_CO2E_PUBLICATION,1,2024,43,9,"2024/10/20 00:00:00",NSW1,131816.82288554,78798.52052881,0.5978
D,BILLING,BILLING_CO2E_PUBLICATION,1,2024,43,9,"2024/10/20 00:00:00",QLD1,140770.74890252,83842.71861904,0.5956
D,BILLING,BILLING_CO2E_PUBLICATION,1,2024,43,9,"2024/10/20 00:00:00",SA1,17240.58335782,1213.14416829,0.0704
D,BILLING,BILLING_CO2E_PUBLICATION,1,2024,43,9,"2024/10/20 00:00:00",TAS1,24684.99540897,0,0
D,BILLING,BILLING_CO2E_PUBLICATION,1,2024,43,9,"2024/10/20 00:00:00",VIC1,92731.64465743,63778.79433047,0.6878
D,BILLING,BILLING_CO2E_PUBLICATION,1,2024,43,9,"2024/10/21 00:00:00",NEM,449177.28716167,251415.14529142,0.5597
D,BILLING,BILLING_CO2E_PUBLICATION,1,2024,43,9,"2024/10/21 00:00:00",NSW1,147059.62180811,78567.94577036,0.5343
D,BILLING,BILLING_CO2E_PUBLICATION,1,2024,43,9,"2024/10/21 00:00:00",QLD1,147644.07527768,88442.27479656,0.599
D,BILLING,BILLING_CO2E_PUBLICATION,1,2024,43,9,"2024/10/21 00:00:00",SA1,23992.65409569,3059.63487306,0.1275
D,BILLING,BILLING_CO2E_PUBLICATION,1,2024,43,9,"2024/10/21 00:00:00",TAS1,23745.02333722,100.17997004,0.0042
D,BILLING,BILLING_CO2E_PUBLICATION,1,2024,43,9,"2024/10/21 00:00:00",VIC1,106735.91264297,81245.1098814,0.7612
D,BILLING,BILLING_CO2E_PUBLICATION,1,2024,43,9,"2024/10/22 00:00:00",NEM,457603.4838959,259505.46656179,0.5671
D,BILLING,BILLING_CO2E_PUBLICATION,1,2024,43,9,"2024/10/22 00:00:00",NSW1,141961.55150105,83576.09067922,0.5887
D,BILLING,BILLING_CO2E_PUBLICATION,1,2024,43,9,"2024/10/22 00:00:00",QLD1,148818.20011581,91784.93078992,0.6168
D,BILLING,BILLING_CO2E_PUBLICATION,1,2024,43,9,"2024/10/22 00:00:00",SA1,23054.05960709,3462.21362792,0.1502
D,BILLING,BILLING_CO2E_PUBLICATION,1,2024,43,9,"2024/10/22 00:00:00",TAS1,24627.03717244,89.93438737,0.0037
D,BILLING,BILLING_CO2E_PUBLICATION,1,2024,43,9,"2024/10/22 00:00:00",VIC1,119142.63549951,80592.29707736,0.6764
D,BILLING,BILLING_CO2E_PUBLICATION,1,2024,43,9,"2024/10/23 00:00:00",NEM,464423.48801329,265199.14783282,0.571
D,BILLING,BILLING_CO2E_PUBLICATION,1,2024,43,9,"2024/10/23 00:00:00",NSW1,154503.19903571,87306.45220478,0.5651
D,BILLING,BILLING_CO2E_PUBLICATION,1,2024,43,9,"2024/10/23 00:00:00",QLD1,155897.54844963,96211.14085072,0.6171
D,BILLING,BILLING_CO2E_PUBLICATION,1,2024,43,9,"2024/10/23 00:00:00",SA1,23989.44361962,3182.20087596,0.1327
D,BILLING,BILLING_CO2E_PUBLICATION,1,2024,43,9,"2024/10/23 00:00:00",TAS1,25927.70458421,146.64064065,0.0057
D,BILLING,BILLING_CO2E_PUBLICATION,1,2024,43,9,"2024/10/23 00:00:00",VIC1,104105.59232412,78352.71326071,0.7526
D,BILLING,BILLING_CO2E_PUBLICATION,1,2024,43,9,"2024/10/24 00:00:00",NEM,468754.54066137,263694.79098626,0.5625
D,BILLING,BILLING_CO2E_PUBLICATION,1,2024,43,9,"2024/10/24 00:00:00",NSW1,152517.89863513,86896.73043546,0.5697
D,BILLING,BILLING_CO2E_PUBLICATION,1,2024,43,9,"2024/10/24 00:00:00",QLD1,156672.30016005,100014.21845187,0.6384
D,BILLING,BILLING_CO2E_PUBLICATION,1,2024,43,9,"2024/10/24 00:00:00",SA1,20958.05155636,1659.12931651,0.0792
D,BILLING,BILLING_CO2E_PUBLICATION,1,2024,43,9,"2024/10/24 00:00:00",TAS1,23609.47638498,0,0
D,BILLING,BILLING_CO2E_PUBLICATION,1,2024,43,9,"2024/10/24 00:00:00",VIC1,114996.81392485,75124.71278242,0.6533
D,BILLING,BILLING_CO2E_PUBLICATION,1,2024,43,9,"2024/10/25 00:00:00",NEM,441892.69433488,259921.68541387,0.5882
D,BILLING,BILLING_CO2E_PUBLICATION,1,2024,43,9,"2024/10/25 00:00:00",NSW1,143621.7611557,79886.99636125,0.5562
D,BILLING,BILLING_CO2E_PUBLICATION,1,2024,43,9,"2024/10/25 00:00:00",QLD1,145154.06822204,90356.91390087,0.6225
D,BILLING,BILLING_CO2E_PUBLICATION,1,2024,43,9,"2024/10/25 00:00:00",SA1,16991.68466677,3754.27834094,0.2209
D,BILLING,BILLING_CO2E_PUBLICATION,1,2024,43,9,"2024/10/25 00:00:00",TAS1,27777.81704456,108.11278303,0.0039
D,BILLING,BILLING_CO2E_PUBLICATION,1,2024,43,9,"2024/10/25 00:00:00",VIC1,108347.36324581,85815.38402778,0.792
D,BILLING,BILLING_CO2E_PUBLICATION,1,2024,43,9,"2024/10/26 00:00:00",NEM,404109.42379605,248199.18075637,0.6142
D,BILLING,BILLING_CO2E_PUBLICATION,1,2024,43,9,"2024/10/26 00:00:00",NSW1,126605.62085491,77740.40505427,0.614
D,BILLING,BILLING_CO2E_PUBLICATION,1,2024,43,9,"2024/10/26 00:00:00",QLD1,137560.88972823,87227.3000327,0.6341
D,BILLING,BILLING_CO2E_PUBLICATION,1,2024,43,9,"2024/10/26 00:00:00",SA1,22296.80492643,2383.99317376,0.1069
D,BILLING,BILLING_CO2E_PUBLICATION,1,2024,43,9,"2024/10/26 00:00:00",TAS1,24433.36757378,73.00317978,0.003
D,BILLING,BILLING_CO2E_PUBLICATION,1,2024,43,9,"2024/10/26 00:00:00",VIC1,93212.7407127,80774.47931586,0.8666
D,BILLING,BILLING_CO2E_PUBLICATION,1,2024,44,9,"2024/10/27 00:00:00",NEM,409985.33011361,241741.08907973,0.5896
D,BILLING,BILLING_CO2E_PUBLICATION,1,2024,44,9,"2024/10/27 00:00:00",NSW1,128580.40417824,76406.60360332,0.5942
D,BILLING,BILLING_CO2E_PUBLICATION,1,2024,44,9,"2024/10/27 00:00:00",QLD1,140045.91006721,86892.38745517,0.6205
D,BILLING,BILLING_CO2E_PUBLICATION,1,2024,44,9,"2024/10/27 00:00:00",SA1,19302.86449021,2431.75300408,0.126
D,BILLING,BILLING_CO2E_PUBLICATION,1,2024,44,9,"2024/10/27 00:00:00",TAS1,18337.52493545,0,0
D,BILLING,BILLING_CO2E_PUBLICATION,1,2024,44,9,"2024/10/27 00:00:00",VIC1,103718.6264425,76010.34501716,0.7329
D,BILLING,BILLING_CO2E_PUBLICATION,1,2024,44,9,"2024/10/28 00:00:00",NEM,455507.20860452,263617.40960226,0.5787
D,BILLING,BILLING_CO2E_PUBLICATION,1,2024,44,9,"2024/10/28 00:00:00",NSW1,144902.2834312,80699.74016068,0.5569
D,BILLING,BILLING_CO2E_PUBLICATION,1,2024,44,9,"2024/10/28 00:00:00",QLD1,153883.74903494,103115.55289451,0.6701
D,BILLING,BILLING_CO2E_PUBLICATION,1,2024,44,9,"2024/10/28 00:00:00",SA1,23802.30529504,2278.52535043,0.0957
D,BILLING,BILLING_CO2E_PUBLICATION,1,2024,44,9,"2024/10/28 00:00:00",TAS1,27089.00636537,0,0
