C,SETP.WORLD,DVD_BILLING_CO2E_PUBLICATION,AEMO,PUBLIC,2020/03/09,08:23:41,0000000320085417,,0000000320085392
I,BILLING,BILLING_CO2E_PUBLICATION,1,CONTRACTYEAR,WEEKNO,BILLRUNNO,SETTLEMENTDATE,REGIONID,SENTOUTENERGY,GENERATOREMISSIONS,INTENSITYINDEX
D,BILLING,BILLING_CO2E_PUBLICATION,1,2020,4,10,"2020/01/19 00:00:00",NEM,478490.11541433,368601.96695361,0.7703
D,BILLING,BILLING_CO2E_PUBLICATION,1,2020,4,10,"2020/01/19 00:00:00",NSW1,152341.91215601,120767.26791380,0.7927
D,BILLING,BILLING_CO2E_PUBLICATION,1,2020,4,10,"2020/01/19 00:00:00",QLD1,171328.22823232,131659.21940314,0.7685
D,BILLING,BILLING_CO2E_PUBLICATION,1,2020,4,10,"2020/01/19 00:00:00",SA1,26640.524340,3949.60423303,0.1483
D,BILLING,BILLING_CO2E_PUBLICATION,1,2020,4,10,"2020/01/19 00:00:00",TAS1,17231.61902801,1.62308789,0.0001
D,BILLING,BILLING_CO2E_PUBLICATION,1,2020,4,10,"2020/01/19 00:00:00",VIC1,110947.83165799,112224.25231575,1.0115
D,BILLING,BILLING_CO2E_PUBLICATION,1,2020,4,10,"2020/01/20 00:00:00",NEM,542751.01545324,394903.63853547,0.7276
D,BILLING,BILLING_CO2E_PUBLICATION,1,2020,4,10,"2020/01/20 00:00:00",NSW1,177931.57783149,131166.53754293,0.7372
D,BILLING,BILLING_CO2E_PUBLICATION,1,2020,4,10,"2020/01/20 00:00:00",QLD1,183467.79004273,140990.68700907,0.7685
D,BILLING,BILLING_CO2E_PUBLICATION,1,2020,4,10,"2020/01/20 00:00:00",SA1,32305.872937,3752.82648506,0.1162
D,BILLING,BILLING_CO2E_PUBLICATION,1,2020,4,10,"2020/01/20 00:00:00",TAS1,19132.912838,212.27484918,0.0111
D,BILLING,BILLING_CO2E_PUBLICATION,1,2020,4,10,"2020/01/20 00:00:00",VIC1,129912.86180402,118781.31264923,0.9143
D,BILLING,BILLING_CO2E_PUBLICATION,1,2020,4,10,"2020/01/21 00:00:00",NEM,535438.69083846,418937.51674296,0.7824
D,BILLING,BILLING_CO2E_PUBLICATION,1,2020,4,10,"2020/01/21 00:00:00",NSW1,192282.59938801,149915.81827678,0.7797
D,BILLING,BILLING_CO2E_PUBLICATION,1,2020,4,10,"2020/01/21 00:00:00",QLD1,179890.17723445,139766.41589207,0.7770
