C,SETP.WORLD,DVD_BILLING_CO2E_PUBLICATION,AEMO,PUBLIC,2025/03/14,22:38:56,001741955936297,MONTHLY_ARCHIVE,001741955936297
I,BILLING,BILLING_CO2E_PUBLICATION,1,CONTRACTYEAR,WEEKNO,BILLRUNNO,SETTLEMENTDATE,REGIONID,SENTOUTENERGY,GENERATOREMISSIONS,INTENSITYINDEX
D,BILLING,BILLING_CO2E_PUBLICATION,1,2025,4,8,"2025/01/19 00:00:00",NEM,473739.4955231,285908.94926348,0.6035
D,BILLING,BILLING_CO2E_PUBLICATION,1,2025,4,8,"2025/01/19 00:00:00",NSW1,158561.18279675,89728.27758939,0.5659
D,BILLING,BILLING_CO2E_PUBLICATION,1,2025,4,8,"2025/01/19 00:00:00",QLD1,148248.86523398,96386.56635322,0.6502
D,BILLING,BILLING_CO2E_PUBLICATION,1,2025,4,8,"2025/01/19 00:00:00",SA1,27882.03942915,5456.48655673,0.1957
D,BILLING,BILLING_CO2E_PUBLICATION,1,2025,4,8,"2025/01/19 00:00:00",TAS1,18419.4357762,217.07095215,0.0118
D,BILLING,BILLING_CO2E_PUBLICATION,1,2025,4,8,"2025/01/19 00:00:00",VIC1,120627.97228702,94120.54781199,0.7803
D,BILLING,BILLING_CO2E_PUBLICATION,1,2025,4,8,"2025/01/20 00:00:00",NEM,512478.20524432,323158.26861917,0.6306
D,BILLING,BILLING_CO2E_PUBLICATION,1,2025,4,8,"2025/01/20 00:00:00",NSW1,165135.98499198,104591.80050128,0.6334
D,BILLING,BILLING_CO2E_PUBLICATION,1,2025,4,8,"2025/01/20 00:00:00",QLD1,152262.40282752,100362.82720252,0.6591
D,BILLING,BILLING_CO2E_PUBLICATION,1,2025,4,8,"2025/01/20 00:00:00",SA1,38892.37485951,8394.81971321,0.2158
D,BILLING,BILLING_CO2E_PUBLICATION,1,2025,4,8,"2025/01/20 00:00:00",TAS1,20922.68973962,298.78313953,0.0143
D,BILLING,BILLING_CO2E_PUBLICATION,1,2025,4,8,"2025/01/20 00:00:00",VIC1,135264.75282569,109510.03806263,0.8096
D,BILLING,BILLING_CO2E_PUBLICATION,1,2025,4,8,"2025/01/21 00:00:00",NEM,533167.73656336,329125.14328513,0.6173
D,BILLING,BILLING_CO2E_PUBLICATION,1,2025,4,8,"2025/01/21 00:00:00",NSW1,172535.4053131,107117.20810001,0.6208
D,BILLING,BILLING_CO2E_PUBLICATION,1,2025,4,8,"2025/01/21 00:00:00",QLD1,169218.78456213,109994.40758399,0.65
